upc,item,brand,segment,flavor,pack_type,total_sales,total_units,weeks_observed,promo_weeks,avg_aup,promo_week_pct
81774800006,CRYS CSC CLRW SPRN DRNK WTR JUG 128 FL OZ,CRYSTAL CASCADE (COLUMBIA BEVERAGE CO),SUW,UNFLAVORED,SINGLE PACK,73366.54524158729,27945.70896217139,60,2,2.6161125237833054,0.03333333333333333
85543200306,OPN WTR DRNK CAN 12PK 12 FL OZ,"OPEN WATER (GREEN SHEEP, INC.)",SUW,UNFLAVORED,MULTI PACK,73025.95185880734,6935.866931722718,60,18,10.623007935681889,0.3
18473900004,HNT RSPB OTHR NTRL FLVR INFS WTH ESNC ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,RASPBERRY,SINGLE PACK,72820.05326598934,50730.86902936452,60,42,1.4523154508720253,0.7
18473900324,HNT CCNT ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,COCONUT,SINGLE PACK,72614.89450474964,51007.06380666551,60,35,1.4487168881103212,0.5833333333333334
63256500097,FJ YQR VT LEVU ARTS WTR BTL 24PK 11.15 FL OZ,FIJI (NATURAL WATERS OF VITI LIMITED),SUW,UNFLAVORED,MULTI PACK,72343.98354803777,2428.283709509097,60,31,29.52811569021541,0.5166666666666667
7096000017,SRTG SPRN WTR BTL 6PK 16 FL OZ,SARATOGA (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,72295.16526572226,12570.242699823537,60,21,5.9519674887230565,0.35
200076219543,CTL BR SLVR SPRN WTR BTL 24 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,72263.03250099455,42309.200034340916,60,15,1.7116276400953758,0.25
200031806081,CTL BR CLMB CNTY DRNK WTR JUG 320 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,72213.70934064704,16056.437803781682,60,0,4.5093002291888435,0.0
200179459600,CTL BR ALKL WTR PH 9 5 PLS PLS ELCT TST DRNK WTR BTL 6PK 33.8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,71943.04723479836,10388.587952225707,60,10,7.202787906909816,0.16666666666666666
6827497734,SPLS BLS WLD BRY ELCT WTH OTHR NTRL FLVR 0 CAL WTR BVRG BTL 6PK 8 FL OZ,SPLASH (PRIMO BRANDS CORPORATION),SFW,WILD BERRY,MULTI PACK,71835.39202720817,57470.71740663107,60,0,1.249947091461475,0.0
4397511111,GLCR DRNK WTR JUG 128 FL OZ,"GLACIER (GLACIER WATER SERVICES, INC.)",SUW,UNFLAVORED,SINGLE PACK,71363.00869722673,144025.85198055702,38,0,0.49547406026573515,0.0
200147042515,CTL BR ALKL WTR ELCT TST ELCT PH 9 5 PLS DRNK WTR BTL 6PK 33.8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,71181.32254758281,10441.922298834124,60,9,6.867724442706745,0.15
1200010156,AQFN CLR FR DRNK WTR BTL 12PK 16.9 FL OZ,AQUAFINA (PEPSI COLA CO/DIV PEPSICO INC),SUW,UNFLAVORED,MULTI PACK,70497.3768719302,12182.706218558822,60,0,5.792509087076605,0.0
78616208032,GLC VTM WTR TRPC CTRS NTRN ENHN CNTN NO JC VTMN BTL 32 FL OZ,"GLACEAU VITAMIN WATER (ENERGY BRANDS, INC.)",SFW,TROPICAL CITRUS,SINGLE PACK,70374.0465098753,25288.31274214115,60,0,2.779174160540532,0.0
7114205017,ARWH MNTN SPRN WTR BTL 15PK 33.8 FL OZ,ARROWHEAD (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,70126.65482158598,6289.132416928927,60,7,11.552439510398044,0.11666666666666667
70389900024,PRLY SDN ARTS SPRN WTR BTL 16.9 FL OZ,"SEDONA (IMAGE BRANDS, INC.)",SUW,UNFLAVORED,SINGLE PACK,69878.0524623564,23021.169852946063,60,13,3.0671422814180938,0.21666666666666667
200219003519,CTL BR DRNK WTR BTL 6PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,69600.03752679453,41606.16768393458,44,10,1.6787516382854315,0.22727272727272727
85330300702,PRD SRC WTR APLC FRST MRN NTRL OCRN ELCT NO ADTV PH 8.1 SPRN BTL 16 FL OZ,PROUD SOURCE WATER (PROUD SOURCE WATER LLC),SUW,UNFLAVORED,SINGLE PACK,68517.16433977387,41405.6117530755,60,33,1.6785084089231157,0.55
19589317108,LSR PRJ WLD BLBR ASRTD NTRN ENHN WTR BVRG CAN 16 FL OZ,LEISURE PROJECT (DYB+KYP INC),SFW,WILD BLUEBERRY,SINGLE PACK,68480.26262728327,25614.132648322724,60,19,2.7295452632839234,0.31666666666666665
200044296687,CTL BR ALKL WTR 9.5 PLS PH DRNK WTR BTL 33.8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,67604.87677174626,43157.2289023278,60,7,1.5726945263765972,0.11666666666666667
200068933722,CTL BR DRNK WTR BTL 24PK 8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,67465.84348227357,14273.422539697098,60,0,4.73673389724284,0.0
200186594643,CTL BR DRNK WTR BTL 12PK 20 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,67425.8361422304,22640.702639760126,60,0,2.977927604036225,0.0
6827454331,PR LF PBLC SPLY DP PRTC WL DRNK WTR BTL 23.7 FL OZ,PURE LIFE (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,SINGLE PACK,67271.28752827762,53818.172872054216,60,0,1.2499743999421462,0.0
78616241116,GLC SMR WTR 9 5 PLS PH ALKL PLS ANTX ELCT TST BVRG BTL 33.8 FL OZ,"GLACEAU SMART WATER (ENERGY BRANDS, INC.)",SUW,UNFLAVORED,SINGLE PACK,67164.91943771092,25255.663630300878,4,0,2.65994893918835,0.0
7929840044,EVN CCHT FRNC SPRN WTR BTL 12PK 25.35 FL OZ,EVIAN (EVIAN WATERS OF FRANCE INC),SUW,UNFLAVORED,MULTI PACK,67008.37583248099,1642.0128700685354,56,2,40.54209897193133,0.03571428571428571
65436729725,TRU ALK ALKL STBL 9 TO 10 PH DRNK WTR BTL 128 FL OZ,TRU ALKA (THE WATER LOFT LLC),SUW,UNFLAVORED,SINGLE PACK,66117.89059634008,12645.392820341212,60,11,5.221498952276898,0.18333333333333332
6827436481,PR LF PBLC SPLY DP PRTC WL DRNK WTR JUG 640 FL OZ,PURE LIFE (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,SINGLE PACK,65913.81955489537,4561.103090414337,60,0,14.438414791908773,0.0
81421802208,HNT VRTY PCK WRP 192 FL OZ,HINT (HINT INC),SFW,NOT APPLICABLE,COMBINATION PACK,65839.59940553349,4932.562240571,44,21,12.856710078356521,0.4772727272727273
8768401113,CPR SUN RRN WTR BVRG STRW KW SRF TRPC TD FRT PNCH WV 180 FL OZ,"CAPRI SUN (CAPRI SUN, INC.)",SFW,NOT APPLICABLE,COMBINATION PACK,65808.63713744305,6621.7141374437615,60,14,9.997770507844768,0.23333333333333334
78616200438,GLC VTM WTR ZR SGR BVRG SQZD LMND ORNG AC BLBR PMGR 240 FL OZ,"GLACEAU VITAMIN WATER (ENERGY BRANDS, INC.)",SFW,NOT APPLICABLE,COMBINATION PACK,65653.33832854616,4027.620456035084,44,7,16.268519771555937,0.1590909090909091
200173206808,CTL BR DRNK WTR BTL 24PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,65436.865265135246,15638.425460517832,25,0,4.237456793436188,0.0
85665200604,WK HWN VLCN HI ELCT NTRL ALKL DRNK WTR BTL 12PK 33.8 FL OZ,WAIAKEA (WAIAKEA INC.),SUW,UNFLAVORED,MULTI PACK,65369.774591104884,3866.7499070976774,60,4,16.958033079317893,0.06666666666666667
200031320845,CTL BR DRNK WTR BTL 6PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,65110.857452486394,42167.40842015391,60,0,1.5441977633645125,0.0
85000374883,LMN PRF BLBR ASRTD THS IS LOW CLR DRNK ENHN WTR BVRG BTL 15.2 FL OZ,LEMON PERFECT. (THE LEMON PERFECT COMPANY),SFW,BLUEBERRY,SINGLE PACK,64944.492867071254,34646.76747806902,60,39,1.9085359741825354,0.65
86000206933,RN SPRN WTR BTL 24PK 16 FL OZ,RAIN (SIMPLY RAIN WATER),SUW,UNFLAVORED,MULTI PACK,64785.30671196666,2205.7925008238735,60,12,29.64959290966773,0.2
7105100015,RMN DRNK WTR CLR JUG 320 FL OZ,"RAMONA (FAMOUS RAMONA WATER, INC)",SUW,UNFLAVORED,SINGLE PACK,64445.30382423029,15863.321512084847,60,0,4.079536926215166,0.0
86646900014,PHR H2O ELCT ENHN PH 10 PLS MNS DRNK WTR JUG 128 FL OZ,PHIRE H2O (PYRO BRANDS LLC),SUW,UNFLAVORED,SINGLE PACK,64138.21004306772,15172.358146694947,60,4,4.237808420040311,0.06666666666666667
200240514688,CTL BR DRNK WTR BTL 24PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,63946.149253673044,14605.407998107054,8,0,4.386449321721316,0.0
200044635409,CTL BR MNCP SRC ASRTD DRNK WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,63291.28660799267,16057.36359056593,60,3,3.9428040806272375,0.05
200031198773,CTL BR DP WL DRNK WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,63032.991726616274,47826.28316331661,60,5,1.318719640875917,0.08333333333333333
81003869022,ALK 65 PH BLNC ELCT WTH ELCT ADD DRNK WTR BTL 50.7 FL OZ,ALKA 65 (NAM HOLDINGS LLC),SUW,UNFLAVORED,SINGLE PACK,62560.85143707536,50051.58838596798,60,0,1.2499435242073387,0.0
6827497737,SPLS BLS LMN ELCT WTH OTHR NTRL FLVR 0 CAL CNTN NO JC WTR BVRG BTL 6PK 8 FL OZ,SPLASH (PRIMO BRANDS CORPORATION),SFW,LEMON,MULTI PACK,62404.82868853976,49925.40668907479,60,0,1.2499527560040733,0.0
7114200858,ARWH MNTN SPRN WTR BTL 20 FL OZ,ARROWHEAD (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,SINGLE PACK,62202.35061349364,36090.687255983496,60,13,1.7380272917710358,0.21666666666666667
7105100062,FMS RMN FRM PRTC SRC HGH CLFR MNTN DSTL WTR JUG 320 FL OZ,"RAMONA (FAMOUS RAMONA WATER, INC)",SUW,UNFLAVORED,SINGLE PACK,61822.90900494995,15207.049340252772,60,0,4.078921514546858,0.0
7114281780,ARWH MNTN SPRN WTR BTL 40PK 16.9 FL OZ,ARROWHEAD (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,61560.37030359926,9516.735310643453,50,0,6.33853424551813,0.0
18473900153,HNT PCH RSPB ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,PEACH RASPBERRY,SINGLE PACK,60945.5011873679,45290.88010594331,60,33,1.467141077775492,0.55
78616241207,GLC VTM WTR ZR SGR VRTY PCK TRY IN WRP 304.2 FL OZ,"GLACEAU VITAMIN WATER (ENERGY BRANDS, INC.)",SFW,NOT APPLICABLE,COMBINATION PACK,60725.88533571617,3721.2725770416732,47,4,16.369940564909864,0.0851063829787234
72243038112,GTS AG DE KFR PCH PN PLS PSTB ELCT DRNK WTR CAN 12 FL OZ,GT'S (GT'S LIVING FOODS),SFW,PEACH PINA,SINGLE PACK,60584.40804805074,23144.701303322632,44,18,2.666836661285753,0.4090909090909091
200039809712,CTL BR ELCT DSTL WTR BTL 33.8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,59586.13409468245,29991.107520481084,60,2,2.006742132251573,0.03333333333333333
5389823135,MNTN MST DSTL WTR JUG 128 FL OZ,MOUNTAIN MIST (RICHARDSON BOTTLING CO INC),SUW,UNFLAVORED,SINGLE PACK,59356.86932073455,28076.85423430604,60,2,2.136519403284787,0.03333333333333333
85000374888,LMN PRF WTRM ASRTD THS IS LOW CLR DRNK ENHN WTR BVRG BTL 15.2 FL OZ,LEMON PERFECT. (THE LEMON PERFECT COMPANY),SFW,WATERMELON,SINGLE PACK,58842.12651356506,30787.257791224394,60,41,1.94475991188922,0.6833333333333333
63256500006,FJ ARTS WTR BTL 12PK 50.7 FL OZ,FIJI (NATURAL WATERS OF VITI LIMITED),SUW,UNFLAVORED,MULTI PACK,58597.81935752513,1380.8565723368997,60,15,39.194632377899666,0.25
200224059580,CTL BR ASRTD SPRN WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,58413.152872987506,33846.145848598215,46,6,1.7716114779056487,0.13043478260869565
200058353319,CTL BR NO CLRS DRNK WTR BTL 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,58085.14577628654,47032.553432268556,60,18,1.2279587334709519,0.3
85305700761,JST WTR GLENS FLS WTRS 100 PCT SPRN SPRN BOX 33.8 FL OZ,JUST WATER (JUST GOODS INC),SUW,UNFLAVORED,SINGLE PACK,57970.35938059097,22176.348229866333,48,18,2.656980147624957,0.375
62784346383,FLW ASRTD SPRN WTR BOX 33.8 FL OZ,FLOW (FLOW WATER INC),SUW,UNFLAVORED,SINGLE PACK,57908.009144227224,20175.034952679314,60,25,2.947209632232403,0.4166666666666667
200042331593,CTL BR DRNK WTR BTL 15PK 10 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,57868.78560418462,15750.65425124918,60,0,3.6740171328238644,0.0
85278900808,ZEN WTR ALKL PLS 9 5 PH ELCT TST DSTL BTL 33.8 FL OZ,ZEN WTR (ZEN BEVERAGES LLC),SUW,UNFLAVORED,SINGLE PACK,57780.91265265535,25208.677278856358,60,25,2.401221780146973,0.4166666666666667
200224335675,CTL BR ALNT PBLC SPLY BRNG DP PRTC WL DSTL WTR BTL 50.7 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,57604.93175268915,29158.349028633755,46,0,1.9771108742123682,0.0
85005581000,ZS 9.5 PLS PH ALKL H2O PLS ENHN WTH ELCT DRNK WTR JUG 128 FL OZ,ZEUS (VAV WATER NC LLC),SUW,UNFLAVORED,SINGLE PACK,57004.40774614945,15042.65611417187,60,10,3.8075739661223973,0.16666666666666666
200037913234,CTL BR ICLN PH 8 88 SPRN WTR BTL 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,55851.07078297716,33799.86973460165,60,0,1.655822451658554,0.0
18473900011,HNT STRW KW ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,STRAWBERRY KIWI,SINGLE PACK,54998.71670573734,36229.6956993951,60,32,1.5465971371070293,0.5333333333333333
200223794244,CTL BR DRNK WTR BTL 512 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,54905.684532496016,9183.720019858336,36,0,5.978931621587654,0.0
200044523496,CTL BR WTH ELCT ADD TST ALKL PH 9 5 PLS DRNK WTR BTL 33.8 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,54817.62419483583,37719.39961327968,60,0,1.4525605145484923,0.0
5200005060,PRPL KW STRW ELCT WTH OTHR NTRL FLVR ANTX LOW CLR WTR BVRG BTL 33.8 FL OZ,PROPEL (THE GATORADE COMPANY),SFW,KIWI STRAWBERRY,SINGLE PACK,54785.792314607126,22095.64059183525,60,7,2.4829499245200046,0.11666666666666667
200030007502,CTL BR DRNK WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,54633.30820019667,30210.68415177983,60,8,1.8093890528070868,0.13333333333333333
89391900120,ICLN GLC SPRN WTR BTL 6PK 16.9 FL OZ,ICELANDIC GLACIAL (ICELANDIC WATER HOLDINGS EHF),SUW,UNFLAVORED,MULTI PACK,54199.14760831531,5926.873420640359,60,42,9.210425745778107,0.7
7929811261,EVN FRNC SPRN WTR BTL 10PK 17 FL OZ,EVIAN (EVIAN WATERS OF FRANCE INC),SUW,UNFLAVORED,MULTI PACK,53975.4029310244,2179.053282614767,60,27,24.99833669972826,0.45
68243001043,VS NRWY ARTS WTR BTL 6PK 28.7 FL OZ,VOSS (VOSS OF NORWAY ASA),SUW,UNFLAVORED,MULTI PACK,53052.98987763878,3272.8505412188724,60,11,16.248505464522218,0.18333333333333332
66710315000,HWN SPR NTRL ALKL PH 7 7 ARTS WTR BTL 50.7 FL OZ,HAWAIIAN SPRINGS (HAWAIIAN SPRINGS LLC),SUW,UNFLAVORED,SINGLE PACK,52499.41655782241,16499.33640412253,60,34,3.2455020874707867,0.5666666666666667
67946110003,PNT ARSN FR MTB FR FLRD FR CHLR FR DRNK WTR BTL 16.9 FL OZ,PENTA (PENTA WATER COMPANY INC),SUW,UNFLAVORED,SINGLE PACK,52038.09080906158,29125.0016037204,60,37,1.8199770578199117,0.6166666666666667
85360500613,1907 NEW ZLN NEW ZLND NTRL ALKL PH 7.1 TO 8.2 ARTS WTR BTL 128 FL OZ,1907 NEW ZEALAND (THE BEVERAGE BOUTIQUE NZ LIMITED),SUW,UNFLAVORED,SINGLE PACK,50757.173983521534,6832.3415254023685,60,14,7.6352092592166585,0.23333333333333334
200085236303,CTL BR SPRN WTR BTL 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,50416.909843572095,44141.217693089,60,17,1.165593675991356,0.2833333333333333
85956000330,CSTL RCK SHST NTRL OCRN ALKL MNTN SPRN WTR BTL 33.8 FL OZ,CASTLE ROCK (CASTLE ROCK WATER COMPANY),SUW,UNFLAVORED,SINGLE PACK,50346.895919882634,12742.30514180396,60,3,4.061723519028004,0.05
3200000190,SPRK DRNK WTR JUG 128 FL OZ,SPARKLETTS (DS SERVICES OF AMERICA INC),SUW,UNFLAVORED,SINGLE PACK,50084.92169675762,22318.67845722589,60,7,2.2426908777279606,0.11666666666666667
200029096665,CTL BR DRNK WTR BTL 24PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,49645.838029148006,11802.543098612758,60,31,4.334770502944682,0.5166666666666667
200052635163,CTL BR DRNK WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,49359.913178759685,25065.1684679653,48,0,1.9534942562507538,0.0
200211182621,CTL BR NO CLRS SPRN WTR BTL 24PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,49240.61995474155,12560.919854978369,40,18,3.867046523220536,0.45
85837900486,PRTN 2O ORNG MNG ASRTD NOT LOW CLR FD WTR BVRG BTL 4PK 16.9 FL OZ,PROTEIN 2O (PROTEIN 2O INC),SFW,ORANGE MANGO,MULTI PACK,48233.233697626936,6125.389177681864,60,18,7.874747899044181,0.3
200028969385,CTL BR SR NV SPRN WTR JUG 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,47923.55995871744,25969.18923546692,60,15,1.8437938240614715,0.25
200033625170,CTL BR STRW WTH OTHR NTRL FLVR CNTN 0 PCT JC WTR BVRG BTL 15PK 10 FL OZ,PRIVATE LABEL,SFW,STRAWBERRY,MULTI PACK,47184.71931763475,10913.242364829412,60,26,4.425724422153335,0.43333333333333335
200094739573,CTL BR DRNK WTR BTL 20 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,46838.57401095725,46972.931406152406,60,0,0.9973136489322495,0.0
7929820000,EVN CCHT FRNC ALPS SPRN WTR BTL 12PK 33.6 FL OZ,EVIAN (EVIAN WATERS OF FRANCE INC),SUW,UNFLAVORED,MULTI PACK,46592.790010249286,1754.623045669598,60,27,26.383397206622185,0.45
200031293493,CTL BR NTRL SPRN WTR BTL 24PK 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,46285.57460046304,9520.405893396703,60,8,5.083198949329089,0.13333333333333333
5200005058,PRPL BRY ASRTD LOW CLR CNTN NO FRT JC FTNS WTR BTL 33.8 FL OZ,PROPEL (THE GATORADE COMPANY),SFW,BERRY,SINGLE PACK,46065.62913740922,18266.42200422132,60,9,2.520814591819483,0.15
85005581005,ZS 9.5 PLS PH ALKL H2O PLS ENHN WTH ELCT DRNK WTR JUG 101.4 FL OZ,ZEUS (VAV WATER NC LLC),SUW,UNFLAVORED,SINGLE PACK,45920.61614251066,23661.212148394476,52,8,1.951214640677428,0.15384615384615385
76233301128,STH FRK MNT SPRN WTR JUG 128 FL OZ,SOUTH FORK MOUNTAIN (SOUTH FORK MOUNTAIN SPRING WATER),SUW,UNFLAVORED,SINGLE PACK,45912.66028631994,12390.867754197665,60,0,3.7045231366651405,0.0
377582814690,HNT VRTY PCK WRP 192 FL OZ,HINT (HINT INC),SFW,NOT APPLICABLE,COMBINATION PACK,45747.14907421256,3643.4388217577366,60,29,13.399649001280567,0.48333333333333334
200030855954,CTL BR MNCP SPLY DRNK WTR BTL 512 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,45620.53807814336,7630.94962661326,47,0,6.011060792006785,0.0
200045468548,CTL BR TWN MRSV DSTL WTR BTL 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,45195.56643121772,38348.57314456338,49,0,1.1774334518535292,0.0
7720801873,MNT VLY SPRN WTR BTL 28 FL OZ,THE MOUNTAIN VALLEY (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,SINGLE PACK,45070.687504800124,17930.985176429593,46,16,2.510632063658059,0.34782608695652173
200039909378,CTL BR WTH ELCT ADD TST ALKL PH 9 5 PLS DRNK WTR BTL 23.7 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,45041.19781028344,46699.32133466762,60,0,0.9639144552288418,0.0
7720800318,MNT VLY SPRN WTR BTL 6PK 16.9 FL OZ,THE MOUNTAIN VALLEY (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,44906.661831314086,6086.164748731309,45,7,7.383554186869171,0.15555555555555556
78616202312,GLC SMR WTR ELCT ENHN BTL 12PK 33.8 FL OZ,"GLACEAU SMART WATER (ENERGY BRANDS, INC.)",SUW,UNFLAVORED,MULTI PACK,44652.91763827909,1727.6002441453943,60,4,27.735633429803553,0.06666666666666667
76099904670,CRLS ARTS WL ALKL PH 8 0 TO 9 0 NTRL ALKL NTHN ADD DRNK WTR BTL 12PK 33.8 FL OZ,CARLSBAD (CARLSBAD ALKALINE WATER),SUW,UNFLAVORED,MULTI PACK,44551.6314777946,2482.191791994228,60,4,17.917188517564078,0.06666666666666667
7114200037,ARWH ASRTD MNTN SPRN WTR CAN 8PK 12 FL OZ,ARROWHEAD (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,44261.94648175742,11667.26932604916,44,22,3.856842954827668,0.5
5389823130,MNTN MST SPNW SPRN WTR JUG 128 FL OZ,MOUNTAIN MIST (RICHARDSON BOTTLING CO INC),SUW,UNFLAVORED,SINGLE PACK,44210.76489674604,19162.405352808102,60,0,2.3205674424265577,0.0
5200005274,PRPL PSNF GV ELCT CTCL WTH OTHR NTRL FLVR WTR BVRG BTL 12PK 16.9 FL OZ,PROPEL (THE GATORADE COMPANY),SFW,PASSIONFRUIT GUAVA,MULTI PACK,44143.777531163425,4478.239547087393,55,30,10.193871070460494,0.5454545454545454
7096095149,SRTG WHT CDR NTRS WAY SPRN SPRN WTR BTL 4PK 12 FL OZ,SARATOGA (PRIMO BRANDS CORPORATION),SUW,UNFLAVORED,MULTI PACK,44100.8093254786,7971.883374413369,60,12,5.276744306609722,0.2
18473900358,HNT GRP ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,GRAPE,SINGLE PACK,44067.35974119363,29173.85576756392,60,34,1.548613953272555,0.5666666666666667
81003869030,ALK 65 ASRTD DRNK WTR BTL 4PK 8 FL OZ,ALKA 65 (NAM HOLDINGS LLC),SUW,UNFLAVORED,MULTI PACK,43943.596025675266,35170.67312665359,60,0,1.2496380552099027,0.0
200191817449,CTL BR DRNK WTR BTL 128 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,43415.61735752591,24807.469696929005,60,0,1.750019730870726,0.0
7514012500,CRYS GYS ALPN SPRN WTR BTL 12PK 50.7 FL OZ,CRYSTAL GEYSER (CG ROXANE LLC),SUW,UNFLAVORED,MULTI PACK,43412.09320609607,1384.9102744143909,60,0,31.357599996228267,0.0
85194900433,RR MNG CLMN ANTX GLTN FR ELCT CCNT WTR ENHN VTMN BVRG BTL 18 FL OZ,ROAR (ROAR BEVERAGES LLC.),SFW,MANGO CLEMENTINE,SINGLE PACK,42678.56446208514,18202.996904706768,12,6,2.3718943661700607,0.5
200180022132,CTL BR WTH ELCT ADD TST DRNK WTR BTL 20.3 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,42561.534918031015,18694.303545506216,60,1,2.316175159574984,0.016666666666666666
18473900255,HNT STRW LMN ASRTD ZR CLRS CNTN NO JC DRNK WTR BTL 16 FL OZ,HINT (HINT INC),SFW,STRAWBERRY LEMON,SINGLE PACK,42547.04309516708,28241.746788164462,60,35,1.541490365249196,0.5833333333333334
85001350063,PTHW WTH ELCT ADD TST PRFD DRNK WTR BTL 25 FL OZ,PATH (REFILL IT INC),SUW,UNFLAVORED,SINGLE PACK,42437.04934421938,18970.23423042485,48,20,2.3920483639512313,0.4166666666666667
5200004152,PRPL STRW LMND ELCT WTH OTHR NTRL FLVR FTNS WTR BTL 12PK 16.9 FL OZ,PROPEL (THE GATORADE COMPANY),SFW,STRAWBERRY LEMONADE,MULTI PACK,42145.60214238318,4180.649666141886,60,32,10.363776075973297,0.5333333333333333
200029403483,CTL BR CLMB CNTY DSTL WTR JUG 320 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,41851.86051737649,8986.270020081374,60,6,4.671218969344193,0.1
85000994283,BDYR ASRTD SPRT WTR BTL 6PK 33.8 FL OZ,BODYARMOR (BA SPORTS NUTRITION LLC),SUW,UNFLAVORED,MULTI PACK,41344.653459830704,4117.009515946721,12,0,10.038030694261774,0.0
200026933639,CTL BR DRNK WTR BTL 16.9 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,41226.94821565439,50225.59016491594,60,4,0.8271371969124632,0.06666666666666667
81003869032,PRFR X KW STRW ANTX ELCT WTH OTHR NTRL FLVR ZR CLRS SPRT WTR BVRG BTL 33.8 FL OZ,PERFORM X (UNIX PACKAGING LLC),SFW,KIWI STRAWBERRY,SINGLE PACK,41045.506927628274,32840.16259175015,60,0,1.2498589898533028,0.0
81003869033,PRFR X GRP ANTX ELCT WTH OTHR NTRL FLVR ZR CLRS SPRT WTR BVRG BTL 33.8 FL OZ,PERFORM X (UNIX PACKAGING LLC),SFW,GRAPE,SINGLE PACK,40628.67399176182,32503.461324927863,60,0,1.2499799471725836,0.0
200181918512,CTL BR WTH ELCT ADD TST FR FRM UNWN INGR DRNK WTR BTL 6PK 20.3 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,MULTI PACK,40554.89673536329,3336.1150519249427,60,0,12.29723614270281,0.0
200079095899,CTL BR RCKY MNTN MCKY CSTR CNTY 8 5 PLS MNS PH NTRL ALKL SPRN WTR BTL 25.3 FL OZ,PRIVATE LABEL,SUW,UNFLAVORED,SINGLE PACK,40207.984214406635,15948.526634064729,60,0,2.523050149691957,0.0
