category,niagara_personal_chars,niagara_personal_chars_alias,l1,l2,markets,generic_tag,retailers_name_tag,retailers_div_req,item,upc,brand,package_material_substance,package_general_shape,flavor,base_size,outer_pack_size,product_size,total_size,bp_concat_flavor,protein_presence_claim,bc_protein_total_store,pack_type,derived_outer_multipack_count,prc_acv,acv,tdp,avg_of_items,avg_eq_price,sales,units,eq,no_promo_unit_price,any_promo_unit_price,feat_n_disp_unit_price,feat_or_disp_unit_price,feat_wo_disp_unit_price,disp_wo_feat_unit_price,any_promo_prc_acv,no_promo_prc_acv,disp_wo_feat_prc_acv,feat_wo_disp_prc_acv,feat_n_disp_prc_acv,price_decr_only_prc_acv,any_promo_tdp,no_promo_tdp,disp_wo_feat_tdp,feat_wo_disp_tdp,feat_n_disp_tdp,price_decr_only_tdp,periods,week_ending,year,month,week_of_year,aup,median_baseprice,tpr_discount,seasonality_index,seasonality_peak_flag,seasonality_rolling_peak_flag,promo_flag,Holiday,Holiday_4th_of_July,Holiday_Juneteenth,Holiday_Martin_Luther_King_Jr_Day,Holiday_Thanksgiving_Day,Holiday_Independence_Day,Holiday_Halloween,Holiday_Washington_s_Birthday,Holiday_Valentine_s_Day,Holiday_Western_Easter,Holiday_Eastern_Easter,Holiday_Memorial_Day,Holiday_Veterans_Day,Holiday_Valentine_s_Day_n_Washington_s_Birthday,Holiday_New_Year_s_Day,Holiday_Labor_Day,Holiday_Eastern_Easter_n_Western_Easter,Holiday_Christmas_Day,Holiday_Columbus_Day,Holiday_clubbed
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 16.9 FL OZ,002754100005,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,.5 LITER,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,160.72505,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR SPRN WTR JUG 128 FL OZ,002754100018,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0058,0.0058,0.0058,1.0,2.6213,32.20450610305971032,18.42860102565358232,12.28570510952694512,1.7475,,,,,,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.7475285323193737,1.7475285323193737,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 128 FL OZ,002754100048,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,1.8586,1.8586,1.8586,1.0,1.8469,7363.7604624245277144,5980.7729826176279968,3987.18201731932744096,1.2312,,,,,,0.0,1.8586,0.0,0.0,0.0,0.0,0.0,1.8586,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.2312389190872786,1.2312389190872786,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DSTL WTR JUG 128 FL OZ,002754100068,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,8.308,8.308,8.3081,1.0,2.1094,7739.2750707938898712,5503.29154876550658392,3668.86104696412544416,1.4039,1.791,,1.791,,1.791,0.1801,8.128,0.1801,0.0,0.0,0.0,0.1801,8.128,0.1801,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4062993032833155,1.4062993032833155,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 24PK 16.9 FL OZ,002754100123,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,2.4743,2.4743,2.4744,1.0,1.365,57840.95688836463804776,20058.7398200331129328,42374.08784271909909264,4.1663,2.8653,2.7258,2.8616,,3.7429,2.0266,0.4477,0.6975,0.0,0.8844,0.4446,2.0266,0.4478,0.6975,0.0,0.8844,0.4447,1 w/e 02/21/26,2026-02-21,2026,2,8,2.8835787994317359,3.18186989069227,9.3747105163887063,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 32PK 16.9 FL OZ,002754100909,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,32 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,32,0.046,0.046,0.046,1.0,1.7716,6.491196065746608,1.3008408949392,3.66403518741208,4.99,,,,,,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.99,4.99,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 6PK 16.9 FL OZ,002754100934,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,6 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.0012,0.0012,0.0012,1.0,2.8402,1.3008408949392,0.8672272632928,0.45800439842651,1.5,,,,,,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.5,1.5,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 6PK 128 FL OZ,002754100962,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,6 COUNT,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.2534,0.2534,0.2534,1.0,1.47,562.28409733978957136,95.62657032218875992,382.5061945660287104,5.88,5.88,,5.88,,5.88,0.1463,0.1071,0.1463,0.0,0.0,0.0,0.1463,0.1071,0.1463,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,5.8799985761835867,5.8799985761835867,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 16.9 FL OZ,002754101000,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2534,0.2534,0.2534,1.0,3.808,56.86697518475934456,169.66002733496851032,14.93361011253885136,0.3352,,,,,,0.0,0.2534,0.0,0.0,0.0,0.0,0.0,0.2534,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,0.33518192869605018,0.33518192869605018,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DSTL DRNK WTR BTL 6PK 128 FL OZ,002754101026,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,128 FLUID OUNCE,6 COUNT,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,6,0.4105,0.4105,0.4106,1.0002,1.5565,353.49718244070556256,56.7765017005163232,227.1060068020652928,5.9644,10.412,,10.412,,10.412,0.0663,0.3442,0.0663,0.0,0.0,0.0,0.0663,0.3442,0.0663,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,6.2261177045624656,6.4742018225642219,3.8318873090597894,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NGR DRNK WTR BTL 40PK 16.9 FL OZ,002754101032,NIAGARA (NIAGARA DRINKING WATERS INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,40 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,40,1.2717,1.2717,1.2717,1.0,1.6445,35382.32039555451729744,6110.88679632599735752,21515.41382258611211616,6.1513,5.3924,,5.3924,,5.3924,0.4815,0.7902,0.4815,0.0,0.0,0.0,0.4815,0.7902,0.4815,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,5.7900467763250285,5.7900467763250285,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NRTH STR TRD CMP ELCT ENHN WTR BTL 24PK 16.9 FL OZ,002780599853,"NORTH STAR TRADING COMPANY (FAMOUS RAMONA WATER, INC)",PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,0.173,0.173,0.173,1.0,3.4127,123.477985815787096,17.1277384500328,36.18234747569429,7.4537,5.4982,,,,,0.0219,0.1511,0.0,0.0,0.0,0.0219,0.0219,0.1511,0.0,0.0,0.0,0.0219,1 w/e 02/21/26,2026-02-21,2026,2,8,7.2092405063291132,7.2092405063291132,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NRTH STR TRD CMP ELCT ENHN WTR BTL 23.7 FL OZ,002780599915,"NORTH STAR TRADING COMPANY (FAMOUS RAMONA WATER, INC)",PLASTIC,BOTTLE,UNFLAVORED,23.7 FLUID OUNCE,NOT APPLICABLE,23.7 FLUID OUNCE,23.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.1893,0.1893,0.1893,1.0,7.7652,181.83587643091784,189.7059638453,23.41682720206902096,0.9585,,,,,,0.0,0.1893,0.0,0.0,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,0.95851428571428576,0.95851428571428576,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
VALUE ADD WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,NRTH STR TRD CMP ELCT ENHN WTR BTL 33.8 FL OZ,002780599916,"NORTH STAR TRADING COMPANY (FAMOUS RAMONA WATER, INC)",PLASTIC,BOTTLE,UNFLAVORED,33.8 FLUID OUNCE,NOT APPLICABLE,33.8 FLUID OUNCE,33.8 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.2031,0.2031,0.2031,1.0,8.338,229.448821253850792,156.3177142085272,27.5184219051754832,1.4678,,,,,,0.0,0.2031,0.0,0.0,0.0,0.0,0.0,0.2031,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.4678363384188626,1.4678363384188626,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ALHM DRNK WTR JUG 320 FL OZ,003200000024,ALHAMBRA (DS SERVICES OF AMERICA INC),PLASTIC,JUG,UNFLAVORED,320 FLUID OUNCE,NOT APPLICABLE,320 FLUID OUNCE,320 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0337,0.0337,0.0337,1.0,2.994,15.39276358708922432,3.08474905621407192,5.14118338497870624,4.99,,,,,,0.0,0.0337,0.0,0.0,0.0,0.0,0.0,0.0337,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.9899564945424908,4.9899564945424908,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ALHM DRNK WTR BTL 24PK 16.9 FL OZ,003200000140,ALHAMBRA (DS SERVICES OF AMERICA INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,7.9900013019138134,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK DRNK WTR BTL 24PK 16.9 FL OZ,003200000146,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,1.833,1.833,1.833,1.0,2.1521,5685.2881657696757444,1250.52612525815991192,2641.73637212674138896,4.5463,4.5479,,4.5479,,4.5479,0.1008,1.7322,0.1008,0.0,0.0,0.0,0.1008,1.7322,0.1008,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,4.5463169868570308,4.5463169868570308,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK DRNK WTR JUG 128 FL OZ,003200000190,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,2.5146,2.5146,2.5146,1.0,3.3902,1136.52491712677596416,502.86109988056419272,335.24070434613401872,2.3204,1.9915,,,,,0.7022,1.8123,0.0,0.0,0.0,0.7022,0.7022,1.8124,0.0,0.0,0.0,0.7022,1 w/e 02/21/26,2026-02-21,2026,2,8,2.2601169933341727,2.335042350854998,3.2087365564650527,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK DSTL WTR JUG 128 FL OZ,003200000254,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,128 FLUID OUNCE,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,2.1955,2.1955,2.1955,1.0,3.6258,3086.20851297546737312,1276.781842587299496,851.187895058199664,2.4219,2.1398,,,,,0.1867,2.0087,0.0,0.0,0.0,0.1867,0.1867,2.0088,0.0,0.0,0.0,0.1867,1 w/e 02/21/26,2026-02-21,2026,2,8,2.4171776336680235,2.5209852606792698,4.1177403386831291,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK DRNK WTR BTL 640 FL OZ,003200000260,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,BOTTLE,UNFLAVORED,640 FLUID OUNCE,NOT APPLICABLE,640 FLUID OUNCE,640 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0695,0.0695,0.0695,1.0,2.307,22.32943261730776136,2.90371536500169992,9.67895004015828224,7.69,,,,,,0.0,0.0695,0.0,0.0,0.0,0.0,0.0,0.0695,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,7.6899522888651619,7.6899522888651619,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK DRNK WTR BTL 640 FL OZ,003200000501,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,BOTTLE,UNFLAVORED,640 FLUID OUNCE,NOT APPLICABLE,5 GALLON,640 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,11.988801119888011,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,SPRK IN PLMR MNTN SPRN WTR JUG 128 FL OZ,003200002580,SPARKLETTS (DS SERVICES OF AMERICA INC),PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,1 GALLON,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.3257,0.3257,0.3257,1.0,3.3139,120.08331141635375968,54.35500805526858472,36.23667926373958392,2.2092,,,,,,0.0,0.3257,0.0,0.0,0.0,0.0,0.0,0.3257,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,2.2092409828042365,2.2092409828042365,0.0,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ELDR SPRN WTR JUG 128 FL OZ,003334700001,"ELDORADO (ELDORADO ARTESIAN SPRINGS, INC)",PLASTIC,JUG,UNFLAVORED,128 FLUID OUNCE,NOT APPLICABLE,128 FLUID OUNCE,128 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,1.7899998152220109,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,VLVC CLRV FRNC SPRN WTR BTL 16.9 FL OZ,003894700006,VOLVIC (VOLVIC),PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,NOT APPLICABLE,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,1.5499976601619168,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,CSTL SPR SPRN WTR BTL BP 54.7 FL OZ,003994850003,CASTLE SPRINGS (CASTLE SPRINGS BEVERAGE COMPANY),PLASTIC,BOTTLE,UNFLAVORED,50.7 FLUID OUNCE,NOT APPLICABLE,54.7 FLUID OUNCE,54.7 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,1 w/e 02/21/26,2026-02-21,2026,2,8,,2.98,,0.88758955085595426,0,0,0,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,TH PH 8 2 PLS ARTS WTR BTL 20 FL OZ,004023268607,TAHOE (TAHOE ARTESIAN WATER LLC),PLASTIC,BOTTLE,UNFLAVORED,20 FLUID OUNCE,NOT APPLICABLE,20 FLUID OUNCE,20 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,0.0241,0.0241,0.0241,1.0,18.144,1.229294645717544,0.6504204474696,0.06775212994475,1.89,,,,,,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0241,0.0,0.0,0.0,0.0,1 w/e 02/21/26,2026-02-21,2026,2,8,1.89,2.3669797421731125,20.15140787538806,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,TH ARTS WTR BTL 25.36 FL OZ,004023269420,TAHOE (TAHOE ARTESIAN WATER LLC),PLASTIC,BOTTLE,UNFLAVORED,25.36 FLUID OUNCE,NOT APPLICABLE,25.36 FLUID OUNCE,25.36 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SINGLE PACK,1,3.9377,3.9377,3.9377,1.0,27.5319,1458.4752769402214936,401.064424386862984,52.9739269577932184,3.7549,3.4887,,3.4854,,3.4854,1.651,2.2867,1.4087,0.0,0.0,0.2423,1.651,2.2867,1.4087,0.0,0.0,0.2423,1 w/e 02/21/26,2026-02-21,2026,2,8,3.6365112143015459,3.8223904925029553,4.8629065650404808,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
WATER,PC_Total SUW,PC_Total SUW,Census Divisions,xAOC,Pacific Division xAOC,Census Divisions,Census Divisions_xAOC,,ACQ PN ITLY SPRN WTR BTL 24PK 16.9 FL OZ,004150820020,"ACQUA PANNA (NESTLE USA, INC)",PLASTIC,BOTTLE,UNFLAVORED,16.9 FLUID OUNCE,24 COUNT,16.9 FLUID OUNCE,16.9 FLUID OUNCE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MULTI PACK,24,0.0128,0.0128,0.0128,1.0,10.3948,161.870136761759352,7.37145341867038232,15.57214954650134,22.2257,19.96,,,,,0.0021,0.0128,0.0,0.0,0.0,0.0021,0.0021,0.0107,0.0,0.0,0.0,0.0021,1 w/e 02/21/26,2026-02-21,2026,2,8,21.959053061608639,29.245630726769349,24.91509837225394,0.88758955085595426,0,0,1,No Holiday,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
